rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,best_contact_from_hoovers,n_contacts,n_with_email,sweep_key_person,rationale,outreach_status,mergent_email,mergent_phone
740,6,"Wellington Foods, Inc.",unclassified food/bev mfr,,Corona,California,http://www.wellingtonfoods.com,2.3691231E7,148,Private,Tony Harnack — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
741,6,"West Point Dairy Products, LLC",unclassified food/bev mfr,,West Point,Nebraska,http://www.westpointdairy.com,2.0117546E7,140,Private,Ben Quellhorst — Plant Manager,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
742,6,Western Bagel Baking Corporation,unclassified food/bev mfr,,Van Nuys,California,http://www.westernbagel.com,4.9343723E7,425,Private,Danielle Cooper — Chief Financial Officer Director Of Human Resources,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
743,6,"Western Foods, LLC",unclassified food/bev mfr,,Woodland,California,http://www.westernfoodsco.com,3.2954006E7,120,Private,Shan Staka — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
744,6,"Western Group Packaging, LLC",unclassified food/bev mfr,,North Las Vegas,Nevada,http://www.wgpco.com,2.3281078E7,150,Private,Franco Rastelli — Chief Financial Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
745,6,"Westrock Coffee Roasting, LLC",unclassified food/bev mfr,,North Little Rock,Arkansas,http://www.westrockcoffee.com,2.4179731E7,200,Private,Elizabeth McLaughlin — Executive Vice President Sales,2,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
746,6,Wheypro Holdings LLC,unclassified food/bev mfr,,New Lisbon,Wisconsin,http://www.millhavenfoods.com,5.1378681E7,70,Private,Brian Slater — Chief Executive Officer Owner,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
747,6,"Whitebridge Pet Brands, LLC",unclassified food/bev mfr,,Chesterfield,Missouri,http://www.cloudstar.com,5.3449745E7,80,Private,Mary Czapeczka — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
748,6,"Williams Sausage Company, Inc.",unclassified food/bev mfr,,Union City,Tennessee,http://www.williams-sausage.com,4.1558998E7,490,Private,Lesley Anderson — Vice President Of Foodservice Sales,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
749,6,"Wisconsin Spice, Inc.",unclassified food/bev mfr,,Berlin,Wisconsin,http://www.wisconsinspice.com,2.067107E7,55,Private,Allen Sass — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
750,6,"Woodland Foods, LLC",unclassified food/bev mfr,,Waukegan,Illinois,http://www.woodlandfoods.com,8.9832748E7,250,Private,Dan Kucera — Chief Financial Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
751,6,"World's Finest Chocolate, Inc.",unclassified food/bev mfr,,Chicago,Illinois,http://www.worldsfinestchocolate.com,5.4847946E7,400,Private,Donal Chappelear — Independent Business Owner,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
752,6,"YAKIMA CHIEF HOPS, INC.",unclassified food/bev mfr,,Yakima,Washington,http://www.yakimachief.com,4.194994E7,86,Private,Howard Allred — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
753,6,YouBar (You Bar Inc.),confirmed co-man (public sweep),snack-bakery,Los Angeles,CA,https://youbars.com,,,,,0,0,Anthony Flynn (Founder & CEO),verified co-man (public sweep),not contacted,,
754,6,"Zeeland Farm Services, Inc.",unclassified food/bev mfr,,Zeeland,Michigan,http://www.zfsinc.com,5.5555233E7,135,Private,Robb Meeuwsen — Vice President Oil Marketing,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
755,6,Zentis North America Holding LLC,unclassified food/bev mfr,,Plymouth,Indiana,http://www.zentis.de,3.0394409E7,190,Private,Nico Stobinski — President Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
756,6,Zevia LLC,unclassified food/bev mfr,,Encino,California,http://www.zevia.com,2.03E8,87,Private,Cerveceria Dominicana — Principal,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
757,5,"AAK USA K1, LLC",unclassified food/bev mfr,,Louisville,Kentucky,http://www.aak.com,3.5959427E7,150,Private,,2,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
758,5,ABP Corporation,unclassified food/bev mfr,,Boston,Massachusetts,http://www.aubonpain.com,3.9426792E7,1500,Private,Susan Morelli — President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
759,5,"AMERIPEC, INC.",unclassified food/bev mfr,,Buena Park,California,http://www.ameripec.com,2.6200506E7,150,Private,,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
760,5,"Abbyland Foods, Inc.",unclassified food/bev mfr,,Abbotsford,Wisconsin,http://www.abbyland.com,4.4794651E7,500,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
761,5,"Agri-mark, Inc.",unclassified food/bev mfr,,Andover,Massachusetts,http://www.agrimark.net,3.0586121E8,900,Private,Dan Serna — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
762,5,Ameripack Foods,confirmed co-man (public sweep),wet-frozen-supplements,Hughes Springs,TX,https://ameripackfoods.com,,51-250 (ZoomInfo),,,0,0,,verified co-man (public sweep),not contacted,,
763,5,"Angie's Artisan Treats, LLC",unclassified food/bev mfr,,North Mankato,Minnesota,,2.2816311E7,100,Partnership,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
764,5,Arthur Schuman Inc.,unclassified food/bev mfr,,Fairfield,New Jersey,http://www.schumancheese.com,1.811489E8,350,Private,Shawn T Condon — Chief Operating Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
765,5,Baldi Candy Co.,unclassified food/bev mfr,,Chicago,Illinois,http://www.arwayconfections.com,2.6800243E7,110,Private,,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
766,5,Best Maid Cookie Company,confirmed co-man (public sweep),snack-bakery,River Falls,WI,https://www.risebakingcompany.com/brands/best-maid/,,~93 (Indeed listing base),,,0,0,,verified co-man (public sweep),not contacted,,
767,5,BetterBeverages (formerly Rocky Mountain Cultures),confirmed co-man (public sweep),beverage,Gypsum,CO,,,,,,0,0,,verified co-man (public sweep),not contacted,,
768,5,Big Boss Baking Company (Granola Co-Packer),confirmed co-man (public sweep),snack-bakery,High Point,NC,https://www.granolacopacker.com,,,,,0,0,,verified co-man (public sweep),not contacted,,
769,5,"Birds Eye Foods, Inc.",unclassified food/bev mfr,,Cherry Hill,New Jersey,,4.0600452E7,1585,Private,Chris Puma — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
770,5,"Blue Buffalo Company, Ltd.",unclassified food/bev mfr,,Wilton,Connecticut,http://www.bluebuffalo.com,4.8057568E8,1300,Private,Sally Radka — Principal,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
771,5,Boston Beer Corporation,unclassified food/bev mfr,,Boston,Massachusetts,http://www.brewbound.com,1.2306552E8,1000,Private,Robert Pagano — Vice President Brand Development,2,0,,"co-man status UNKNOWN — needs website check; 2 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
772,5,"Brady Enterprises, Inc.",unclassified food/bev mfr,,Billerica,Massachusetts,http://www.bradyenterprises.com,2.3477959E7,90,Private,Jan Brady — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
773,5,BrewDog USA,confirmed co-man (public sweep),beverage,Canal Winchester,OH,https://usa.brewdog.com/,,,,,0,0,,verified co-man (public sweep),not contacted,,
774,5,Byrne Dairy Inc.,unclassified food/bev mfr,,La Fayette,New York,http://www.byrnedairystores.com,1.1223289E8,620,Private,Christopher Byrne — Small Business Owner,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
775,5,"C&H Sugar Company, Inc.",unclassified food/bev mfr,,Crockett,California,http://www.asr-group.com,3.3426516999999996E7,550,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
776,5,"CFC, Inc.",unclassified food/bev mfr,,Des Plaines,Illinois,http://www.cvoils.com,8.9961639E7,100,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
777,5,California Custom Beverage,confirmed co-man (public sweep),beverage,City of Industry,CA,https://calcustombev.com/,,,,,0,0,,verified co-man (public sweep),not contacted,,
778,5,"Campofresco, Corp.",unclassified food/bev mfr,,Santa Isabel,Puerto Rico,http://www.campofresco.com,2.8921675E7,150,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
779,5,Carlos Bakery Inc.,unclassified food/bev mfr,,Jersey City,New Jersey,http://www.carlosbakery.com,1.1008679E8,1050,Private,VINCENT TUBITO — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
780,5,"Carolina Ingredients, LLC",unclassified food/bev mfr,,Rock Hill,South Carolina,http://www.carolinaingredients.com,2.4002439E7,60,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
781,5,"Central Coca-Cola Bottling Company, Inc.",unclassified food/bev mfr,,Elmsford,New York,http://www.coca-cola.com,8.4910042E7,2100,Private,Palmer Vicki — Executive Vice President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
782,5,Century Foods International,confirmed co-man (public sweep),snack-bakery,Sparta,WI,https://www.centuryfoods.com,,~450,,,0,0,,verified co-man (public sweep),not contacted,,
783,5,"Cherryfield Foods, Inc.",unclassified food/bev mfr,,Cherryfield,Maine,http://www.oxfordfrozenfoods.com,2.3569273E7,75,Private,John Bragg — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
784,5,"Chobani Global Holdings, LLC",unclassified food/bev mfr,,New Berlin,New York,http://www.chobani.com,7.4823474E8,2450,Private,Kyle Obrien — Executive Vice President Of Sales,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; large; Northeast,not contacted,,
785,5,"Chobani, LLC",unclassified food/bev mfr,,New Berlin,New York,http://www.chobani.com,7.3066949E8,2450,Private,Tarkan Gurkan — Chief Financial Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large; Northeast,not contacted,,
786,5,"Clemens Food Group, LLC",unclassified food/bev mfr,,Hatfield,Pennsylvania,http://www.clemensfoodgroup.com,1.040817E8,500,Private,,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
787,5,Coalition Foods,confirmed co-man (public sweep),snack-bakery,Nashville,TN,https://coalitionfoods.com,,,,,0,0,,verified co-man (public sweep),not contacted,,
788,5,"Columbus Manufacturing, Inc.",unclassified food/bev mfr,,Hayward,California,http://www.columbuscraftmeats.com,2.1734133E7,250,Private,,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
789,5,"Compania Cervecera De Puerto Rico, Inc.",unclassified food/bev mfr,,Mayaguez,Puerto Rico,http://www.cerveceradepr.com,2.5481211E7,275,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
790,5,"Constellation Brands, Inc.",unclassified food/bev mfr,,Rochester,New York,http://www.cbrands.com,9.139E9,9400,Public,"William Newlands — President, Chief Executive Officer, Director",3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; large; Northeast,not contacted,,
791,5,Cpack Manufacturing (Complete Packaging & Manufacturing),confirmed co-man (public sweep),wet-frozen-supplements,Orem,UT,https://cpackmanufacturing.com,,,,,0,0,,verified co-man (public sweep),not contacted,,
792,5,"Crystal Farms, Inc.",unclassified food/bev mfr,,Oakwood,Georgia,,2.1796488E7,130,Private,,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
793,5,"Daddy Ray's, Inc.",unclassified food/bev mfr,,Moscow Mills,Missouri,http://www.jjsnack.com,2.4706509E7,200,Private,,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
794,5,Daniele International LLC,unclassified food/bev mfr,,Mapleville,Rhode Island,http://www.delducafood.com,6.7224915E7,600,Private,Tim Shanley — PresidentCeo,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
795,5,Darlington Snacks,confirmed co-man (public sweep),snack-bakery,Indianapolis,IN,https://darlingtonsnacks.com,,,,,0,0,,verified co-man (public sweep),not contacted,,
796,5,"Dave's Killer Bread, Inc.",unclassified food/bev mfr,,Portland,Oregon,http://www.daveskillerbread.com,2.3252947E7,300,Private,,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
797,5,Dean Holding Company,unclassified food/bev mfr,,Dallas,Texas,http://www.dfamilk.com,1.4804149E8,10080,Private,,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
798,5,Deb El Food Products LLC,unclassified food/bev mfr,,Newark,New Jersey,http://www.debelfoods.com,1.0815278E8,400,Private,Itchie Deutsch — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
799,5,"Delaware North Companies, Incorporated",unclassified food/bev mfr,,Buffalo,New York,http://www.delawarenorth.com,2.9034753E9,30135,Private,"Charlie Jacobs — Chief Executive Officer and Alternative Governor, Boston Bruins",3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; large; Northeast,not contacted,,
800,5,"Demakes Enterprises, LLC",unclassified food/bev mfr,,Lynn,Massachusetts,http://www.oldneighborhoodfoods.com,4.9654091E7,350,Private,Jeremy Hmura — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
801,5,"Diageo North America, Inc.",unclassified food/bev mfr,,New York,New York,http://diageo.com,4.822377E8,8040,Private,Alden Schacher — Vice President Government Relations,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
802,5,"Diana Food, Inc.",unclassified food/bev mfr,,Silverton,Oregon,http://www.diana-food.com,2.277849E7,100,Private,,1,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
803,5,Dillman Farm,confirmed co-man (public sweep),wet-frozen-supplements,Bloomington,IN,https://dillmanfarm.com,,,,,0,0,,verified co-man (public sweep),not contacted,,
804,5,Dogfish Head Craft Brewery LLC,unclassified food/bev mfr,,Milton,Delaware,http://www.dogfish.com,2.7306618E7,220,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
805,5,Dorada Poultry LLC,unclassified food/bev mfr,,Oklahoma City,Oklahoma,http://www.lopezfoods.com,2.8344309E7,900,Private,,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
806,5,"Drinkpak II, LLC",unclassified food/bev mfr,,Fort Worth,Texas,http://drinkpak.com,3.2E7,275,Private,,1,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
807,5,"Dunkin' Brands, Inc.",unclassified food/bev mfr,,Canton,Massachusetts,http://www.dunkindonuts.com,4.0286435E8,1075,Private,Lawrence Harris — Principal,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
808,5,"Emmi Roth USA, Inc.",unclassified food/bev mfr,,Stoughton,Wisconsin,http://www.emmiroth.com,8.9038658E7,231,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
809,5,"Europastry USA, Inc.",unclassified food/bev mfr,,Ronkonkoma,New York,http://www.europastry.com,9.8539093E7,425,Private,Jeanfrancois Duquesne — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
